都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,カナ,郵便番号,区,所在地1,所在地2,緯度,経度,電話番号,URL,設置主体,定員,対象年齢[受入],対象年齢[最終],休園日,開所時間,閉所時間,教育標準開始時間,教育標準終了時間,延長保育の有無,延長保育[朝の開始時間],延長保育[夕方の終了時間],延長保育[利用料],延長保育[特記事項],満3歳児保育,備考,保育料,給食・お弁当,その他保護者負担額,特色/PR,方針,保護者の活動,送迎方法,駐車場,未就園児対象の行事,ひと言
221309,A122210001416,静岡県,浜松市,浜松市立中瀬幼稚園,ハママツシリツナカセヨウチエン,4340012,浜北区,浜松市浜北区中瀬3531,,34.824967,137.812128,(053)588-7375,nakaze-k@city.hamamatsu-szo.ed.jp,浜松市,180,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,7:30,18:30,8:50,14:30,あり,7:30,18:30,730～開園　100円　降園～16:30まで150円　以後1時間ごと100円,長期休業中7:30～18:30（実施除外期間あり）,なし,,保育料（1号認定）,"給食（外注昼食） 週3回 / 持参弁当 週2回
アレルギー対応：あり
給食費 270円/食・354円/食 
","【毎月】
絵本代 PTA会費 教材費 諸費（保育活動費）
4,000円～5,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料","・緑に囲まれた広い園庭で、子供たちは伸び伸びと遊んでいます。隣接する“みどりの広場”では、野菜づくりや虫探し等四季折々の遊びや活動を楽しんでいます。
・発達支援保育を行っています。一人一人の個性や困り感に合わせ、子供たちが互いに育ち合っていくことができる関係作りを大切にしています。
・預かり保育を実施しています。家庭的な雰囲気の中で、異年齢のふれ合いを大切にしています。
・地域の人材や環境を積極的に取り入れ、公共施設やいろいろな方々との関わりを大切にしています。 ","教育目標『大好きいっぱい　なかぜの子』
心豊かで思いやりのある子、明るく元気よく活動する子、自分で考えて行動する子を目指して育てていきます。","PTA役員
ボランティア活動",集団徒歩通園,あり,"未就園児学級「めだか組」（年10回程度実施）
入園説明会（1月下旬）
見学・参加出来る行事（運動会・幼稚園公開日） ",子どもたちが伸び伸びと楽しい園生活を過ごしています。
221309,A122210001425,静岡県,浜松市,浜松市立赤佐幼稚園,ハママツイチリツアカタスクヨウチエン,4340015,浜北区,浜松市浜北区於呂3524-68,,34.84032,137.800876,(053)588-7591,akasa-k@city.hamamatsu-szo.ed.jp,浜松市,80,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,7:30,18:30,8:50,14:30,あり,7:30,18:30,7:30開演　100円　降園～16:30まで150円　以後1時間ごと100円,長期休業中7:30～18:30（実施除外期間あり）,なし,,保育料（1号認定）,"給食（外注昼食） 週3回 / 持参弁当 週2回
アレルギー対応：要相談
給食費 250円/食・345円/食  約3,000円/月
","【毎月】
絵本代 PTA会費 教材費
1,000円～2,000円程度
【その他】
クラス帽子  かばん  防災用品  保育用品  保険料",隣接している於呂神社の木々に囲まれ、自然豊かな広い園庭で、伸び伸びと生活をしています。保護者や地域の方々の温かな支援のもと、季節ごとの実体験や触れ合いを重ねています。各学年単学級という小規模の良さを活かし、異年齢の交流も多く取り入れています。,"園目標は『心も体も元気な赤佐っ子』です。
「やってみよう」「つたえあおう」「かかわろう」の三本の柱を重点目標に、子供自らが取り組む実体験をとおし、一人一人が自分らしさを発揮し、明るく元気に生活できるようにしています。","PTA役員
ボランティア活動
サークル活動","集団徒歩通園
保護者による個別送迎",あり,"未就園児プレクラス（年10回）
入園説明会（1月頃）
見学・参加出来る行事（ひまわりまつり・運動会・幼稚園公開日） ",小規模園の良さを生かし、先生方が園児一人一人を良く見てくれるとても温かい園です。きめ細やかな配慮があり、安心して子どもを任せることができます。子どもたちものびのびしており、保護者と先生との連携もスムーズに取れ子どもも保護者も楽しく過ごせる園です。
221309,A122210001434,静岡県,浜松市,浜松市立北浜東幼稚園,ハママツシリツキタハマアズマヨウチエン,4340025,浜北区,浜松市浜北区善地1546,,34.791668,137.810063,(053)586-2001,kitahamahigashi-k@city.hamamatsu-szo.ed.jp,浜松市,80,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,なし,,,,,なし,,保育料（1号認定）,"給食（外注昼食） 週2回 / 持参弁当 週3回
アレルギー対応：要相談
給食費 270円/食
","【毎月】
絵本代 PTA会費 保育活動費
1,000円～2,000円程度
【その他】
クラス帽子  かばん  防災用品  保育用品  保険料","親子体験教室（竹馬づくり・製作遊び）、観劇、焼き芋会など心の育ちを大切にした活動を行っています。
小学校と隣接しているため、学年ごとに交流を行っています。
地域の方の畑での野菜つくり、収穫体験、保護者ボランティアとの関りが充実しています。","・遊びを中心とした生活の中で、子供自らの興味・関心に基づいて主体的に環境に関わることができるよう、『好きな遊びの時間』を重視すると共に、子供が主体的に関わり、発見や試行錯誤する体験を重ねていけるような環境や援助の工夫をし、浜松市幼児教育の指針である「幼児期に育てたい力」の育成に努めます。
・ 子供一人一人の実態を把握し、　個々の興味や心の動きを捉えた内面を理解し、その子にあった適切な指導を行います。
・保護者、地域、中学校区との連携による保育の充実を目指します。","PTA役員
ボランティア活動","集団徒歩通園
保護者による個別送迎",あり,"未就園児プレクラス（ひよこ学級6～2月、年10回実施）
入園説明会（1月）
園庭開放（随時）",「大崎幼稚園でよかった」私たちがいつも言う言葉です。特に外遊びは思いっきりします。春は泥んこ遊び、夏のプール、冬はマラソンや体力作り、年間を通して子どもたちはどんどん逞しくなっていきます。先生と日々の子どもの様子を話す機会があるので、園でのことがよくわかり、気軽に相談ができます。異年齢児のかかわり、近隣の園や学校との交流会も取り入れてくださり、スケールの大きな活動もしています。大崎幼稚園には自然の中で逞しく心豊かに育っている園児が通っています。私たちの自慢の幼稚園です。
221309,A122210001443,静岡県,浜松市,浜松市立北浜南幼稚園,ハママツシリツキタハマミナミヨウチエン,4340035,浜北区,浜松市浜北区寺島2436-3,,34.78046,137.793261,(053)586-2993,kitahamaminami-k@city.hamamatsu-szo.ed.jp,浜松市,120,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,なし,,,,,なし,,保育料（1号認定）,"給食（外注昼食） 週2回 / 持参弁当 週3回
アレルギー対応：あり
給食費 341円/食
","【毎月】
絵本代 PTA会費 教材費
1,000円～2,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料","・一人一人が自分の思いや気持ちを素直に表現できるように支援や指導をして、子供の育ちを支えています。
・いろいろなものや自然と触れ合う直接体験を大切にし、子供たちと一緒に共感し、豊かな心を育てています。
・保護者や地域の人々に信頼され、地域に根差した幼稚園を目指しています。","教育目標　「元気な子」
重点目標　力いっぱい遊ぶ子・考えて行動する子・思いやりのある子を目指して育てています。","PTA役員
ボランティア活動","集団徒歩通園
保護者による個別送迎",なし,"未就園児プレクラス（たんぽぽ学級 6月から年10回）
入園説明会（12月～2月）
見学・参加出来る行事（PTA夏祭り、運動会等）","園外に出掛けたり、行事に合わせて様々な体験ができたりと楽しいことがたくさんあって良いと思います。
田植え、稲刈り、バター作り、豚汁作り、お茶会など、多様な体験をさせて頂いています
日々の遊びが学びにつながっていると分かりました。幼稚園ってすごいなと思いました。"
221309,A122210001452,静岡県,浜松市,浜松市立北浜中央幼稚園,ハママツシリツキタハマチュウオウヨウチエン,4340033,浜北区,浜松市浜北区西美薗1624-1,,34.801145,137.799199,(053)586-2992,kitahamachuo-k@city.hamamatsu-szo.ed.jp,浜松市,120,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,なし,,,,,なし,,保育料（1号認定）,"給食（外注昼食） 週3回 / 持参弁当 週2回
アレルギー対応：あり
給食費 260円/食・334円/食 
","【毎月】
絵本代 PTA会費 保育活動費 
1,000円～2,000円程度
【その他】
クラス帽子 かばん 防災用品 保育用品 保険料 ","・一人一人の思いを受け入れ添うことで信頼を深め、個に応じた指導をするとともに、友達と一緒に遊び、言葉を交わし、助け合ったり考え合ったりする姿を見守り、共に育ち合えるようにしています。
・直接体験（泥遊び、野菜づくりなど）を大切にし、豊かな心を育てています。
・近隣の幼稚園や小中学校と交流し、12年間の子どもの育ちのつながりを大切にしています。
・地域の環境や人材を取り入れ、触れ合いを大事にしています。","教育目標：夢をもち「自分も友達も大切にする子」
具体的な子供の姿：「かがやく」「つながる」「つくりだす」
","PTA役員
ボランティア活動","集団徒歩通園
保護者による個別送迎",あり,"未就園児プレクラス（6・7・9～12・1・2月頃）
入園説明会（1月頃）
見学・参加出来る行事（祭り・バザー） ","大自然の中に幼稚園があります。広い園庭、大きなプール、きれいな花壇、給食、預かり保育があり、のびのび生き生きと遊べる幼稚園です。一人一人に目が行き届き、個々に寄り添った丁寧な保育で、遊びや様々な体験を通して、子供の力を発揮させてくれます。
PTA活動は、親の負担にならないように、サークル活動などは参加者をその都度募っています。都合の良い時に参加できて、親同士の交流も深まります。"
221309,A122210001461,静岡県,浜松市,浜松市立北浜北幼稚園,ハママツシリツキタハマキタヨウチエン,4340031,浜北区,浜松市浜北区小林1522-2,,34.810384,137.791758,(053)586-2092,kitahamakita-k@city.hamamatsu-szo.ed.jp,浜松市,40,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,なし,,,,,なし,,保育料（1号認定）,"給食（外注昼食） 週2回 / 持参弁当 週3回
アレルギー対応：要相談
給食費 250円/食・324円/食（牛乳代込） 
","【毎月】
絵本代 PTA会費 保育活動費
1,500円程度
【入園時】
園服 かばん 保育用品代等
12,000円程度
【その他】
園服 クラス帽子 保育用品 保険料 写真代",遠州鉄道小林駅から徒歩10分の所にあり、大きな2本のタイサンボクの木を始め、伸び伸びと遊べる広い園庭や大きな築山など、豊かな自然に囲まれている幼稚園です。地域の方々に、絵本の読み聞かせや野菜作りを教えていただくなど、人との触れ合いを大切にしています。自然や人の温もりをいっぱい感じられる温かい幼稚園です。,"子供はもちろん、保護者や教師が共に育ち合う楽しい幼稚園を目指しています。
『夢あふれる　笑顔いっぱい　元気な子』を園目標に、個を大切にし、その子に応じた支援を行っています。家庭と連携した基本的な生活習慣の確立や、身近な自然に関わり、直接体験や感動体験を通して自ら遊びに取り組む意欲を育てています。","PTA役員
ボランティア活動",集団徒歩通園,あり,"未就園児プレクラス（年10回）
入園説明会（1月頃）
見学・参加可能な行事（運動会、季節に応じた遊び、ミニ発表会、豆まき会） ",自然豊かで、文化資源にも恵まれ、子どもが心豊かに育っていける環境です。小規模園で園全体がアットホームな雰囲気に包まれ子どもが安心して園生活を送れています。地域の方や保護者は、園の活動に協力的で保護者のボランティア活動では、保護者同士の交流の場になっています。
221309,A122210001470,静岡県,浜松市,浜松市立平口幼稚園,ハママツシリツヒラグチヨウチエン,4340041,浜北区,浜松市浜北区平口2583,,34.793855,137.767287,(053)586-2463,hirakuchi-k@city.hamamatsu-szo.ed.jp,浜松市,60,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,なし,,,,,なし,,保育料（1号認定）,"給食（外注昼食） 週3回 / 持参弁当 週2回
アレルギー対応：要相談
給食費 240円～358円/食
","【毎月】
絵本代 PTA会費 教材費 アルバム代
1,000円～2,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料","・少人数の良さを活かし、子ども一人一人を丁寧に見ることが出来る良さがある。
・地域の自然を活かした保育をしている。
・地域の方の協力を得て、畑での栽培、収穫などが出来、季節に応じた体験が出来る。また、和菓子作りやピアノ演奏など地域の方が行ってくださり、感性豊かな子を育成している。","＜基本方針＞
・学校教育法・教育要領及び県・市の重点に基づき、園経営に努める。
・幼児の健やかな発達を願い、園・家庭・地域と連携した開かれた園づくりをめざす。
・子どもや保護者に信頼される教師となるように、日々、専門的知識習得の研修に努める。
＜教育課題＞
・自ら判断し、行動する子を育てる。
・自然・生活・人との交流などの感動体験を通し、思いを表現できる子を育てる。
・地域を愛し、地域の人に感謝の気持ちのもてる子を育てる。
・基本的な生活習慣を身に付け、自分のことが自分でできる子を育てる。
","PTA役員
ボランティア活動","集団徒歩通園
保護者による個別送迎",あり,"未就園児プレクラス（6月～2月、年間10回実施）
入園説明会（2月頃）
見学・参加出来る行事（夏祭り、運動会、幼稚園公開）",伊平幼稚園でしかできないこと、少ない人数だからこそできることを大切にした、子どもたちが楽しいと思える幼稚園です。
221309,A122210001489,静岡県,浜松市,浜松市立小松幼稚園,ハママツシリツコマツヨウチエン,4340042,浜北区,浜松市浜北区小松2400,,34.788791,137.77183,(053)586-2002,komatsu-k@city.hamamatsu-szo.ed.jp,浜松市,110,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,なし,,,,,なし,,保育料（1号認定）,"給食（外注昼食） 週3回 / 持参弁当 週2回
アレルギー対応：要相談
給食費 250円/食・348円/食
","【毎月】
絵本代 PTA会費 教材費 振込手数料
1,000円～2,000円程度
【その他】
体操服 クラス帽子  かばん  防災用品  保育用品  保険料  写真代 遠足代
","・小松幼稚園は、栴檀をはじめ、いろいろな木々に囲まれ、四季折々の花が花壇を埋め尽くす自然豊かな幼稚園です。
・遊びを中心とした保育で、生きる力の素地を育みます。また、国際色も豊かで、『みんなちがって　みんないい』の人とのかかわりを大切にしています。","“園目標”　＜心豊かな子＞
「思いやりと意欲を育み、みんながつながる笑顔いっぱいの幼稚園」を目指して、
・愛情と信頼関係を基盤に一人ひとりの子どもの良さを大切にし、安心して自己発揮できるようにします。
・恵まれた自然環境や地域、保護者、小学校、近隣の園と連携して保育を進めます。
・心身の発達を促す魅力ある環境を工夫します。",PTA役員,"集団徒歩通園
保護者による個別送迎",あり,"未就園児プレクラス（年10回）
*新型コロナウイルスの感染拡大によっては、変更があります。
入園説明会（2月頃）
園庭開放
",子どもたちは通常の園活動の中で春や秋を見つける散歩に出かけたり、田んぼでどろんこ遊び、田植え、稲刈りなど四季折々の自然の変化を楽しんでいます。園児数が少ないので一人一人の個性が生かされ、お互いを認め合う環境づくりができています。隣接する引佐北部小中学校の児童や生徒との交流も盛んで、小学校への移行にも心配はありません。幼児期に経験させておきたいと思う多くのことが可能で、山里にある小規模園の良さを存分に生かした教育をしていただいています。
221309,A122210001498,静岡県,浜松市,浜松市立新原幼稚園,ハママツシリツニイハラヨウチエン,4340003,浜北区,浜松市浜北区新原2315,,34.817031,137.781626,(053)589-8413,shinpara-k@city.hamamatsu-szo.ed.jp,浜松市,90,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,なし,,,,,なし,,保育料（1号認定）,"給食（外注昼食） 週3回 / 持参弁当 週2回
アレルギー対応：要相談
給食費250円/食・318円/食 約2,500円/月 
","【毎月】
絵本代 PTA会費 教材費
1,000円～2,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料","・地域の方と触れ合いながらの保育（園外保育の充実）
・中学校校区の連携（保・幼・小・中との交流）
・園と家庭が連携した子育て（子ども・親・教師が共に成長していく）","園目標「生き生き遊ぼうふたばっこ」
友達との遊びや生活の関わりの中で、互いのよさや違いに気付き相手を受け入れる協調性や思いやりの気持ちをもち、自己を表現できる子の育成を目標に全力で遊べる場や異年齢児での活動時間を大切にしていきます。また、子供の発達に合せた基本的生活習慣の指導や食育に関する活動を深め、子供たちの健康な心と体づくりを目指します。 
","PTA役員
ボランティア活動
サークル活動","集団徒歩通園
保護者による個別送迎",あり,"未就園児プレクラス（うさぎ組、年7回程度実施）
入園説明会（2月）
見学・参加出来る行事（運動会） ","豊かな自然の中で、毎日子どもたちの笑顔があふれています。先生や地域の方に支えられ心も体もたくましく、優しい子どもに育つ幼稚園です。
子どもも保護者も仲が良く、とても温かい場所です。"
221309,A122210001504,静岡県,浜松市,浜松市立宮口幼稚園,ハママツシリツミヤグチヨウチエン,4340004,浜北区,浜松市浜北区宮口1526-1,,34.824537,137.771117,(053)589-8552,miyaguchi-k@city.hamamatsu-szo.ed.jp,浜松市,100,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,7:30,18:30,8:50,14:30,あり,7:30,18:30,7:30～開園　100円　降園～16:30まで　150円　以後1時間ごと100円,長期休業中7:30～18:30（実施除外期間あり）,なし,,保育料（1号認定）,"給食（外注昼食） 週3回 / 持参弁当 週2回
アレルギー対応：要相談
給食費 330円/食・348円/食
","【毎月】
絵本代 PTA会費 教材費
1,000円～1,500円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料  写真代","・どろんこ遊びやたけのこ掘り・みかん狩りなど、園内外の豊かな自然を保育に取り入れたり、地域の方の御協力をいただいたりして、直接体験や感動体験ができる保育活動を進めています。
・主体的に関わる遊びを大切にし、その中で「考え工夫する力」や「友達と関わる力」、「自己発揮する力」を育む保育に努めています。
・温かな雰囲気を大切にし、子どもたちが健やかに成長できるように、家庭・地域と連携を図りながら保育を進めています。","教育目標「生き生きと遊ぶ子」
重点目標「元気な子」「思いやりのある子」「考え工夫する子」
・幼児が主体的に環境に関わる中での直接体験や感動体験を大切にし、豊かな心情や意欲を育む保育に努める。
・一人一人の良さを引き出し、仲間と育ち合える保育に努める。
・家庭や地域との連携を図り、温かさのある開かれた園づくりを推進する。","PTA役員
ボランティア活動","通園バス（一部の地域）
集団徒歩通園
保護者による個別送迎",あり,"未就園児プレクラス（りす組 6～2月、年9回実施）
入園説明会（2月上旬）
見学・参加出来る行事（運動会、秋の幼稚園公開日） ",・『元気いっぱい』『にこにこ笑顔』『心わくわく』をキーワードに職員一同、保育に取り組んでいます。
221309,A122210001513,静岡県,浜松市,浜松市立赤佐西幼稚園,ハママツイチリツアカサニシヨウチエン,4340015,浜北区,浜松市浜北区於呂2235,,34.831696,137.792189,(053)588-1013,akasanishi-k@city.hamamatsu-szo.ed.jp,浜松市,80,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,なし,,,,,なし,,保育料（1号認定）,"給食（外注昼食） 週2回 / 持参弁当 週3回
アレルギー対応：要相談
給食費 280円/食・210円/食
","【毎月】
絵本代 PTA会費 教材費
1,000円～2,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料","「つながりいっぱい」をキーワードに、開かれた園づくりを目指し、家庭とのつながり・地域とのつながり・自然とのつながり・友達同士のつながりを大切にしています。
また、小学校教育との円滑な接続を目指し、中学校区のつながりにも力を入れ、ずっと先を見据えた子どもの育ちを大切にしています。","子ども一人一人の発達や課題に応じた保育に努め、子どもが安心して生活を送り、幼稚園生活を楽しむことができるような園づくりをしていきます。
地域に密着した園であることに感謝し、園児や保護者、地域の実態に即した教育を大切にしていきます。
子どもたちが、多種多様な動きを獲得できるように、また、体を動かす楽しさを知ってもらえるように、環境や活動の提案をしていきます。","PTA役員
ボランティア活動
サークル活動","集団徒歩通園
保護者による個別送迎",あり,"未就園児プレクラス（月1回実施）
入園説明会（2月頃）
見学・参加出来る行事（にしっこまつり・運動会・幼稚園公開）","年少時は毎日泣いて幼稚園に行っていましたが、幼稚園が楽しみな年中児へと成長し感謝しています。
幼稚園の遊びには体を動かす楽しさ、きまりを守る、友達を助ける、協力するなどの工夫があります。異年齢交流では年長さんの行動を見て感じ、目標にできます。今年は年長組です。みんなの目標になり頑張る姿を楽しみにしています。"
221309,A122210001522,静岡県,浜松市,浜松市立上島幼稚園,ハママツシリツカミシマヨウチエン,4340011,浜北区,浜松市浜北区上島217,,34.847267,137.817187,(053)583-2709,kamijima-k@city.hamamatsu-szo.ed.jp,浜松市,30,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,7:30,18:30,8:50,14:30,あり,7:30,18:30,7:30～開園　100円降園～16:30まで　150円　以後1時間ごと100円,長期休業中7:30～18:30（実施除外期間あり）,なし,,保育料（1号認定）,"給食（外注昼食） 週2回 / 持参弁当 週3回
アレルギー対応：要相談
給食費 200円/食・348円/食  約1,700円/月
","【毎月】
絵本代 PTA会費 教材費
1,000円～2,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料  遠足代",1クラス10人前後、3クラスの小規模園です。広い園庭には、保護者の方が作ってくださった泥んこ川・わんぱく滑り台・ツリーハウス等があり、体ごと思いっきり遊んでいます。また、四季折々の地域の自然に触れたり、地域の方のご厚意により、とうもろこし狩りや夏みかん狩り、どんぐり拾い等の体験を重ね、五感を大いに使って楽しんでいます。,"教育目標「豊かな心をもった元気な子」
園目標「夢中になって遊ぶ子」「人と人とのかかわりを喜ぶ子」「心を動かして遊ぶ子」を目指して、少人数保育のよさを十分生かし、一人一人ときちんと向き合い、丁寧な保育を心がけています。そして、教師と子どもと地域の方・子ども同士・教師と保護者、人と人とのつながりを大切にしています。","PTA役員
ボランティア活動","集団徒歩通園
保護者による個別送迎",あり,"未就園児プレクラス（6月～3月、年10回実施）
入園説明会（1月）
園庭開放（一年中）
見学・参加出来る行事（運動会・夏祭り・バザー・幼稚園公開）","地域の方の協力や支えが大きく、幼稚園を盛り上げてくれています。
少人数で先生の目が行き届き、学年問わず子どもも保護者も仲良しの幼稚園です。"
221309,A122210001531,静岡県,浜松市,浜松市立内野幼稚園,ハママツシリツウチノヨウチエン,4340044,浜北区,浜松市浜北区内野1648-1,,34.783317,137.756397,(053)586-4777,uchino-k@city.hamamatsu-szo.ed.jp,浜松市,150,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,なし,,,,,なし,,保育料（1号認定）,"給食（外注昼食） 週3回 / 持参弁当 週2回
アレルギー対応：あり
給食費 3,000円/月
","【毎月】
絵本代 PTA会費 保育活動費 
1,000円～2,000円程度
【その他】
園服 クラス帽子  かばん  防災頭巾  保育用品  保険料  遠足代 写真代
","子どもをつなぐ
【友達と一緒に遊ぶ中で、遊ぶ意欲と思いやりのある豊かな心を育てます。】
家庭とつながる
【家庭との連携の中で、基本的な生活習慣の定着を図ります。】
地域とつながる
【地域の自然や人とのふれあいを通して地域を愛する子を育てます。】
※昨年度に引き続き、以下の3つに力を入れていきます。
（1）異年齢交流
（2）リズム遊び
（3）内野小学校との交流","教育目標　　『友達と楽しく遊ぶ　思いやりのある子』
具体目標　　○元気な子　◎やさしい子　○表現する子","PTA役員
ボランティア活動","集団徒歩通園
保護者による個別送迎",あり,"未就園児プレクラス（年10回程度）
入園説明会（1月頃）
見学・参加出来る行事（夏祭り、運動会、公開日） 
園庭開放（随時）","・自然に触れ、遊びを通して成長する環境作りにより、息子は入園前に比べ、心も体も大変成長することが出来ました。また、担任の先生にお会いすれば園での様子をお話いただけたこと、それが成長のどの過程であるかを教えていただけたことは、不安の多い母親にはとても有難いご指導でした。
・入園より気持ちは変わらず、平口幼稚園に入園できて満足しています。平口幼稚園の園の方針や教職員の皆さんの子どもとのかかわり方、保護者とのかかわり方、すごくいいなと思っています。
・一年の中で様々な行事を体験させていただくことが出来、季節を存分に感じる事が出来ました。
・子どもの発達段階に応じて、目標などを決め、指導してもらっていることが良くわかります。"
221309,A122210001602,静岡県,浜松市,浜松市立犬居幼稚園,ハママツイチリツケンキョヨウチエン,4370625,天竜区,浜松市天竜区春野町堀之内989-1,,34.958816,137.898058,(053)985-0821,inui-k@city.hamamatsu-szo.ed.jp,浜松市,20,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,14:00,8:50,14:00,なし,,,,,なし,,保育料（1号認定）,"給食 週5回
アレルギー対応：要相談
給食費 264円/食 3,600円/月
","【毎月】
PTA会費 教材費
600円程度
【その他】
体操服 クラス帽子 かばん 防災用品 保育用品 保険料 ","・自然環境に恵まれた園である。
・近くの施設には、小学校や公立の高校、老人施設があり、それぞれ交流を重ねている。また、気田幼稚園との交流も行っている。
・地域の教育力も高く、幼稚園ボランティアの方が園の活動を支えてくれている。","＜園目標＞　『元気な笑顔のいぬいっ子』
＜重点目標＞
・元気に遊ぶ子
・どきどきわくわくを楽しむ子
・友達大好きな子
を目指しています。","PTA役員
ボランティア活動",保護者による個別送迎,あり,"未就園児プレクラス（めだかの広場5～2月、月1回程度実施）
入園説明会（1月）
見学・参加出来る行事（運動会・発表会）",子どもたちが育てた野菜を収穫したり、泥んこや自然と触れ合ったりして元気な体づくりをしてくれます。毎日ニコニコ笑顔で帰ってきて、園での様子を話してくれる我が子を見ると本当にこの幼稚園に通わせて良かったと感じています。
221309,A122210001611,静岡県,浜松市,浜松市立気田幼稚園,ハママツシリツキダヨウチエン,4370605,天竜区,浜松市天竜区春野町気田624,,35.00429,137.906689,(053)989-0201,keta-k@city.hamamatsu-szo.ed.jp,浜松市,40,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,14:00,8:45,14:00,なし,,,,,なし,,保育料（1号認定）,"給食 週5回
アレルギー対応：要相談
給食費 264円/食 3,600円/月
","【毎月】
PTA会費 教材費
300～1,300円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料","・田んぼ遊び、川遊び、ろう梅や河津桜、自然に触れる園外保育実施
・老人施設訪問、気田地区祭典参加などの地域の人との触れ合い 
＊新型コロナウイルス感染症対策により、行事の中止、変更もあります。 ","・「生きる力」が育ち、一人一人が活かされる保育、地域や保護者に愛される幼稚園づくり、子育ての支援の充実を経営の努力点として掲げ、保育を進めている。
・ふるさとを愛する子、基本的な生活習慣が身に付いた子、あきらめずに挑戦する子を目指し保育を進めている。 ","PTA役員
ボランティア活動","通園バス（一部の地域）
保護者による個別送迎",あり,"未就園児プレクラス（7月頃から年6回）
入園説明会（1月頃）","集団送迎では、地域ごとに縦割りの班編成をするので、分からないことを教え合ったり、育児の相談をしたりして保護者同士がとても仲良くなります。
PTA活動も、夏祭りを作り上げたり、卒園アルバムをみんなで製作したり、一人一人に活躍の場があります。"
221309,A122210001693,静岡県,浜松市,浜松市立佐久間幼稚園,ハママツシリツサクマヨウチエン,4313905,天竜区,浜松市天竜区佐久間町半場47,,35.087535,137.80222,(053)965-0260,sakuma-k@city.hamamatsu-szo.ed.jp,浜松市,20,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,17:30,8:45,14:00,あり,,17:30,降園～16:30まで150円　以後1時間ごとに100円,長期休業中9:30～17:30（実施除外期間あり）,なし,,保育料（1号認定）,"給食 週5回
アレルギー対応：要相談
給食費 275円/食 3,870円/月
","【毎月】
絵本代 PTA会費 教材費
5,000円～6,000円程度
【その他】
園服 体操服 クラス帽子  かばん  防災用品  保育用品  保険料  交流昼食代","・佐久間ダムから流れる天竜川沿いにあり、美しく豊かな自然や静かな空間と環境、ゆっくりと流れる時間が残されています。
・地域の人々の教育的関心は高く、地域ボランティアとして活動している方が多いです。
・山香・城西地区の園児は、通園バスを利用し登園しています。
・園舎は小学校に隣接し、小学校との連携が図られています。
・佐久間中学校区の浦川幼稚園との交流保育をしています。","＜元気いっぱい＞
好きな遊びや安心して遊べる場所を見つけ、一人一人が心も体も楽しめるようにしています。
＜友達大好き＞
少人数ですが、気の合う友達と誘い合って遊んでいます。異年齢児が共に遊んだり、活動したりする機会が多く、互いに良い刺激となっています。
＜大好き佐久間＞
自然豊かな佐久間です。四季折々の自然に触れ合えるよう、散歩に出掛けています。","PTA役員
ボランティア活動","通園バス（一部の地域）
保護者による個別送迎",近隣駐車場あり,"未就園児プレクラス（6月～2月、月1回実施）
入園説明会（1月）
園庭開放（毎日 午後2時～4時）","・広い運動場、園舎、遊びの時間を多くとってくれて伸び伸び遊べています。
・子どものよい面を積極的に見つけてくれるおかげで、失敗しながらも、意欲をもって挑戦するようになってきているなぁと感じ、家庭の中だけでは教えられない人とのかかわりや社会のルールなどを教えてくれています。"
